validation_rep	validation_fold	rf_model_name	rf_num_features	rf_auroc_mean	rf_auroc_stdv	rf_auprc_mean	rf_auprc_stdv	lr_model_name	lr_num_features	lr_auroc_mean	lr_auroc_stdv	lr_auprc_mean	lr_auprc_stdv
97	2	M0_rf	2	0.564	0.023	0.81	0.016	M1_lr	1	0.581	0.00839	0.832	0.00734
97	3	M3_rf	2	0.59	0.0237	0.791	0.0186	M4_lr	1	0.618	0.0045	0.78	0.00564
97	4	M1_rf	3	0.691	0.0266	0.859	0.0178	M0_lr	4	0.638	0.0178	0.842	0.0121
98	0	M1_rf	2	0.608	0.0228	0.832	0.0158	M2_lr	1	0.614	0.00487	0.85	0.00358
98	1	M1_rf	2	0.62	0.0268	0.838	0.0181	M1_lr	2	0.608	0.00892	0.82	0.0101
98	2	M1_rf	2	0.596	0.0198	0.825	0.0119	M2_lr	1	0.596	0.0051	0.841	0.00379
98	3	M3_rf	3	0.679	0.0322	0.863	0.0202	M3_lr	3	0.663	0.019	0.857	0.0156
98	4	M1_rf	1	0.53	0.0223	0.764	0.011	M1_lr	1	0.594	0.00708	0.81	0.008
99	0	M2_rf	1	0.595	0.0183	0.772	0.00932	M2_lr	1	0.636	0.00914	0.81	0.00879
99	1	M1_rf	3	0.633	0.0379	0.645	0.0278	M1_lr	3	0.704	0.0223	0.726	0.0293
99	2	M1_rf	3	0.647	0.0163	0.842	0.0132	M3_lr	1	0.644	0.00345	0.861	0.00416
99	3	M0_rf	1	0.49	0.0239	0.747	0.0105	M0_lr	1	0.565	0.00677	0.788	0.00724
99	4	M1_rf	2	0.614	0.0335	0.838	0.0245	M2_lr	1	0.573	0.0106	0.772	0.00363
100	0	M2_rf	3	0.685	0.0267	0.805	0.0144	M3_lr	2	0.676	0.0212	0.804	0.0203
100	1	M0_rf	2	0.619	0.0271	0.853	0.0172	M1_lr	1	0.59	0.0132	0.844	0.00963
100	2	M0_rf	1	0.603	0.0245	0.787	0.0115	M0_lr	1	0.612	0.00481	0.812	0.00681
100	3	M2_rf	6	0.695	0.0269	0.844	0.0164	M7_lr	1	0.677	0.00306	0.858	0.00462
100	4	M0_rf	2	0.632	0.0206	0.815	0.0135	M1_lr	1	0.62	0.0102	0.787	0.00587
101	0	M1_rf	2	0.675	0.0259	0.869	0.0155	M2_lr	1	0.59	0.00502	0.838	0.0064
101	1	M1_rf	1	0.588	0.0186	0.772	0.0119	M1_lr	1	0.591	0.0105	0.761	0.0062
101	2	M2_rf	5	0.603	0.0193	0.838	0.0113	M6_lr	1	0.586	0.00646	0.835	0.00479
101	3	M0_rf	2	0.597	0.0224	0.831	0.0149	M1_lr	1	0.621	0.00632	0.82	0.00525
101	4	M5_rf	1	0.588	0.0184	0.778	0.00745	M5_lr	1	0.58	0.00863	0.824	0.00699
102	0	M2_rf	3	0.576	0.0205	0.809	0.0163	M4_lr	1	0.588	0.00639	0.811	0.006
102	1	M4_rf	3	0.66	0.026	0.816	0.0172	M6_lr	1	0.654	0.00715	0.777	0.0103
102	2	M0_rf	2	0.536	0.0254	0.814	0.0184	M1_lr	1	0.579	0.00715	0.835	0.00523
102	3	M3_rf	2	0.737	0.0223	0.851	0.0141	M4_lr	1	0.726	0.0102	0.869	0.00958
102	4	M2_rf	2	0.632	0.0168	0.839	0.0125	M3_lr	1	0.612	0.00349	0.847	0.00314
103	0	M0_rf	2	0.544	0.0264	0.795	0.0169	M1_lr	1	0.594	0.00645	0.802	0.006
103	1	M0_rf	2	0.602	0.0333	0.829	0.0173	M1_lr	1	0.607	0.00492	0.816	0.0061
103	2	M2_rf	2	0.61	0.0227	0.831	0.0112	M3_lr	1	0.597	0.00673	0.845	0.00521
103	3	M0_rf	2	0.612	0.0207	0.832	0.015	M1_lr	1	0.619	0.00532	0.853	0.00373
103	4	M0_rf	2	0.507	0.0283	0.727	0.019	M1_lr	1	0.559	0.0135	0.751	0.00711
104	0	M2_rf	2	0.675	0.0258	0.796	0.0118	M2_lr	2	0.694	0.0221	0.792	0.0126
104	1	M1_rf	3	0.653	0.032	0.818	0.0232	M3_lr	1	0.637	0.00684	0.786	0.00606
104	2	M0_rf	2	0.652	0.0193	0.863	0.0123	M1_lr	1	0.584	0.00783	0.84	0.00811
104	3	M0_rf	2	0.634	0.0165	0.845	0.00997	M1_lr	1	0.599	0.00618	0.839	0.00427
104	4	M1_rf	3	0.648	0.0196	0.853	0.014	M3_lr	1	0.593	0.0051	0.837	0.00454
105	0	M0_rf	2	0.562	0.0349	0.777	0.0182	M1_lr	1	0.713	0.012	0.853	0.0121
105	1	M1_rf	1	0.522	0.0393	0.748	0.0188	M1_lr	1	0.608	0.00593	0.783	0.00984
105	2	M0_rf	2	0.586	0.0308	0.83	0.0162	M1_lr	1	0.585	0.0063	0.836	0.00505
105	3	M1_rf	2	0.662	0.0187	0.86	0.0117	M2_lr	1	0.6	0.00369	0.84	0.00366
105	4	M2_rf	2	0.647	0.0206	0.857	0.0159	M3_lr	1	0.602	0.00453	0.846	0.00335
106	0	M2_rf	3	0.676	0.0205	0.848	0.0143	M4_lr	1	0.651	0.00487	0.861	0.0054
106	1	M1_rf	2	0.706	0.0268	0.885	0.0139	M2_lr	1	0.67	0.00831	0.848	0.00541
106	2	M1_rf	3	0.652	0.0209	0.853	0.0133	M2_lr	2	0.624	0.0135	0.823	0.012
106	3	M2_rf	1	0.611	0.0257	0.774	0.0156	M2_lr	1	0.606	0.0109	0.815	0.00984
106	4	M0_rf	5	0.601	0.0154	0.818	0.012	M1_lr	4	0.633	0.016	0.822	0.0121
107	0	M4_rf	3	0.655	0.0409	0.796	0.0346	M5_lr	2	0.692	0.0146	0.816	0.0137
107	1	M3_rf	3	0.723	0.0171	0.861	0.0156	M1_lr	5	0.732	0.0156	0.835	0.0164
107	2	M0_rf	1	0.561	0.033	0.783	0.0172	M0_lr	1	0.6	0.00869	0.809	0.006
107	3	M0_rf	2	0.595	0.0204	0.835	0.0146	M1_lr	1	0.591	0.00796	0.838	0.0083
107	4	M0_rf	2	0.581	0.0267	0.822	0.0149	M1_lr	1	0.59	0.00631	0.839	0.00561
108	0	M1_rf	3	0.622	0.026	0.827	0.0135	M3_lr	1	0.646	0.00587	0.841	0.00454
108	1	M2_rf	1	0.67	0.0247	0.804	0.0113	M2_lr	1	0.631	0.00634	0.86	0.0052
108	2	M1_rf	3	0.599	0.0257	0.812	0.0161	M1_lr	3	0.595	0.0213	0.792	0.0139
108	3	M0_rf	2	0.611	0.0195	0.843	0.0115	M1_lr	1	0.575	0.00734	0.819	0.00718
108	4	M0_rf	2	0.623	0.0339	0.83	0.0151	M0_lr	2	0.671	0.00831	0.879	0.00396
109	0	M8_rf	3	0.684	0.0281	0.824	0.02	M10_lr	1	0.683	0.0094	0.81	0.0138
109	1	M0_rf	2	0.58	0.0223	0.832	0.0136	M1_lr	1	0.62	0.00593	0.828	0.00717
109	2	M3_rf	2	0.599	0.0254	0.812	0.016	M4_lr	1	0.585	0.00568	0.828	0.00523
109	3	M0_rf	2	0.624	0.0213	0.854	0.0151	M1_lr	1	0.598	0.00833	0.796	0.0052
109	4	M0_rf	2	0.622	0.0211	0.85	0.0112	M1_lr	1	0.617	0.00439	0.852	0.00304
110	0	M4_rf	2	0.656	0.0196	0.81	0.00949	M5_lr	1	0.666	0.00812	0.802	0.0109
110	1	M0_rf	2	0.651	0.0221	0.859	0.015	M1_lr	1	0.585	0.00499	0.837	0.00553
110	2	M2_rf	3	0.591	0.0303	0.77	0.0213	M4_lr	1	0.647	0.00577	0.807	0.00387
110	3	M1_rf	1	0.597	0.0205	0.791	0.00761	M1_lr	1	0.591	0.00967	0.843	0.00713
110	4	M3_rf	2	0.64	0.0272	0.809	0.0123	M0_lr	5	0.658	0.021	0.815	0.0126
111	0	M4_rf	2	0.662	0.0258	0.863	0.0132	M1_lr	5	0.682	0.0159	0.847	0.00912
111	1	M0_rf	1	0.637	0.0259	0.796	0.0169	M0_lr	1	0.699	0.00447	0.856	0.00516
111	2	M2_rf	3	0.582	0.0346	0.728	0.0227	M4_lr	1	0.688	0.0155	0.802	0.0185
111	3	M1_rf	2	0.575	0.0273	0.82	0.0166	M2_lr	1	0.594	0.00655	0.839	0.0067
111	4	M0_rf	2	0.637	0.0295	0.854	0.0185	M1_lr	1	0.58	0.00655	0.83	0.00642
112	0	M3_rf	2	0.652	0.0215	0.864	0.0112	M2_lr	3	0.671	0.0112	0.864	0.00618
112	1	M0_rf	1	0.592	0.0328	0.786	0.0136	M0_lr	1	0.574	0.0126	0.794	0.0078
112	2	M1_rf	3	0.67	0.0265	0.819	0.0215	M2_lr	2	0.655	0.0158	0.791	0.0126
112	3	M0_rf	2	0.635	0.0277	0.823	0.0222	M1_lr	1	0.601	0.00666	0.814	0.00593
112	4	M0_rf	2	0.557	0.0289	0.81	0.0193	M1_lr	1	0.595	0.0101	0.799	0.0101
113	0	M0_rf	1	0.655	0.0196	0.785	0.0091	M0_lr	1	0.536	0.0164	0.768	0.00773
113	1	M1_rf	1	0.522	0.033	0.773	0.0168	M1_lr	1	0.559	0.0083	0.777	0.00839
113	2	M1_rf	2	0.546	0.0243	0.777	0.0129	M2_lr	1	0.578	0.00955	0.783	0.00863
113	3	M3_rf	2	0.577	0.0274	0.803	0.0143	M4_lr	1	0.586	0.00839	0.818	0.00883
113	4	M0_rf	2	0.66	0.0212	0.869	0.0154	M1_lr	1	0.633	0.00479	0.858	0.00391
114	0	M0_rf	2	0.6	0.0222	0.837	0.0121	M1_lr	1	0.613	0.00754	0.854	0.00506
114	1	M1_rf	1	0.542	0.0171	0.769	0.00819	M1_lr	1	0.563	0.00716	0.823	0.00711
114	2	M2_rf	3	0.63	0.0365	0.816	0.0218	M4_lr	1	0.617	0.0111	0.783	0.00656
114	3	M0_rf	1	0.558	0.0303	0.782	0.0154	M0_lr	1	0.591	0.00789	0.8	0.00548
114	4	M3_rf	2	0.636	0.0506	0.683	0.053	M4_lr	1	0.637	0.0172	0.648	0.021
115	0	M1_rf	1	0.587	0.0212	0.789	0.0105	M1_lr	1	0.574	0.00416	0.835	0.00343
115	1	M3_rf	3	0.693	0.0434	0.8	0.0327	M5_lr	1	0.754	0.0135	0.864	0.0164
115	2	M0_rf	2	0.601	0.0227	0.818	0.0171	M1_lr	1	0.565	0.00863	0.793	0.0119
115	3	M2_rf	2	0.652	0.0234	0.845	0.0186	M3_lr	1	0.644	0.00547	0.821	0.00531
115	4	M3_rf	3	0.721	0.0245	0.878	0.0149	M3_lr	3	0.704	0.0148	0.872	0.0115
116	0	M3_rf	2	0.662	0.0274	0.826	0.0149	M4_lr	1	0.614	0.00595	0.855	0.00424
116	1	M0_rf	2	0.563	0.0228	0.795	0.0181	M1_lr	1	0.612	0.00889	0.793	0.00696
116	2	M0_rf	2	0.636	0.0217	0.859	0.0139	M0_lr	2	0.591	0.0141	0.83	0.00928
116	3	M0_rf	2	0.666	0.0322	0.855	0.0199	M1_lr	1	0.683	0.00552	0.822	0.00592
116	4	M4_rf	2	0.637	0.0211	0.84	0.0163	M5_lr	1	0.585	0.00738	0.808	0.00823
117	0	M4_rf	2	0.692	0.0347	0.774	0.0285	M5_lr	1	0.766	0.00677	0.824	0.00962
117	1	M5_rf	3	0.7	0.024	0.854	0.0196	M7_lr	1	0.691	0.00553	0.844	0.0042
117	2	M3_rf	2	0.596	0.0268	0.837	0.013	M4_lr	1	0.579	0.00846	0.828	0.00667
117	3	M0_rf	2	0.625	0.0261	0.851	0.0135	M1_lr	1	0.579	0.00731	0.839	0.00596
117	4	M0_rf	2	0.593	0.0266	0.814	0.0155	M1_lr	1	0.594	0.00772	0.84	0.006
118	0	M0_rf	2	0.571	0.0303	0.814	0.0167	M1_lr	1	0.583	0.0109	0.828	0.00732
118	1	M1_rf	3	0.659	0.0216	0.827	0.0115	M3_lr	1	0.603	0.00668	0.823	0.00673
118	2	M0_rf	2	0.636	0.027	0.809	0.0166	M1_lr	1	0.654	0.00833	0.804	0.00526
118	3	M3_rf	4	0.61	0.0236	0.823	0.0154	M4_lr	3	0.648	0.0129	0.828	0.0115
118	4	M0_rf	1	0.525	0.0285	0.761	0.0144	M0_lr	1	0.551	0.00745	0.779	0.00703
119	0	M0_rf	2	0.593	0.0244	0.832	0.0134	M1_lr	1	0.587	0.005	0.845	0.00473
119	1	M1_rf	3	0.63	0.0279	0.832	0.0179	M3_lr	1	0.597	0.00511	0.797	0.00807
119	2	M6_rf	3	0.653	0.0238	0.812	0.018	M5_lr	4	0.644	0.0151	0.784	0.0116
119	3	M0_rf	1	0.622	0.0282	0.772	0.0141	M0_lr	1	0.729	0.00618	0.86	0.00901
119	4	M2_rf	2	0.573	0.0244	0.828	0.0129	M3_lr	1	0.56	0.00992	0.823	0.00749
120	0	M0_rf	1	0.475	0.0294	0.747	0.0114	M0_lr	1	0.577	0.00763	0.803	0.00814
120	1	M2_rf	4	0.64	0.0198	0.827	0.0172	M2_lr	4	0.669	0.0121	0.836	0.00858
120	2	M2_rf	3	0.676	0.0301	0.817	0.0192	M4_lr	1	0.645	0.00741	0.794	0.00786
120	3	M2_rf	1	0.637	0.0261	0.78	0.017	M2_lr	1	0.671	0.00941	0.788	0.00715
120	4	M1_rf	2	0.699	0.0289	0.877	0.0134	M2_lr	1	0.612	0.00531	0.854	0.00326
121	0	M0_rf	1	0.573	0.0308	0.782	0.0163	M0_lr	1	0.592	0.00791	0.808	0.00659
121	1	M0_rf	3	0.58	0.02	0.822	0.0153	M2_lr	1	0.604	0.00677	0.836	0.00578
121	2	M1_rf	1	0.534	0.0259	0.752	0.0119	M1_lr	1	0.583	0.00835	0.771	0.00664
121	3	M1_rf	3	0.663	0.023	0.848	0.0158	M1_lr	3	0.619	0.0199	0.796	0.0186
121	4	M0_rf	2	0.661	0.0239	0.867	0.0128	M1_lr	1	0.614	0.00451	0.856	0.00337
122	0	M0_rf	3	0.602	0.029	0.838	0.0222	M2_lr	1	0.597	0.00699	0.79	0.00892
122	1	M2_rf	3	0.981	0.0109	0.931	0.0183	M2_lr	3	0.929	0.0506	0.879	0.0578
122	2	M0_rf	2	0.498	0.0151	0.783	0.014	M1_lr	1	0.595	0.00595	0.804	0.00489
122	3	M0_rf	2	0.581	0.0214	0.833	0.0156	M1_lr	1	0.575	0.00511	0.838	0.00344
122	4	M1_rf	3	0.698	0.023	0.853	0.0186	M3_lr	1	0.648	0.00669	0.813	0.00472
123	0	M0_rf	2	0.527	0.0209	0.789	0.0118	M1_lr	1	0.618	0.00639	0.824	0.00627
123	1	M1_rf	2	0.541	0.0268	0.797	0.0143	M2_lr	1	0.556	0.0061	0.815	0.00688
123	2	M2_rf	3	0.653	0.0281	0.84	0.016	M4_lr	1	0.592	0.0131	0.802	0.0108
123	3	M0_rf	2	0.613	0.0291	0.851	0.0165	M1_lr	1	0.577	0.00663	0.828	0.00578
123	4	M1_rf	2	0.691	0.0243	0.819	0.0139	M2_lr	1	0.69	0.008	0.838	0.00821
124	0	M0_rf	3	0.536	0.0269	0.769	0.018	M2_lr	1	0.56	0.00858	0.776	0.00928
124	1	M2_rf	2	0.558	0.0243	0.815	0.0131	M3_lr	1	0.582	0.00717	0.839	0.00563
124	2	M3_rf	2	0.644	0.0262	0.814	0.0171	M4_lr	1	0.684	0.0067	0.815	0.0054
124	3	M2_rf	3	0.709	0.0175	0.852	0.0133	M4_lr	1	0.651	0.00538	0.865	0.00472
124	4	M2_rf	2	0.732	0.0303	0.793	0.0223	M3_lr	1	0.807	0.00805	0.872	0.00586
125	0	M1_rf	3	0.637	0.0259	0.81	0.0139	M3_lr	1	0.621	0.00615	0.823	0.00846
125	1	M6_rf	3	0.694	0.0267	0.834	0.0129	M8_lr	1	0.746	0.00915	0.868	0.0128
125	2	M2_rf	2	0.669	0.0229	0.864	0.00994	M3_lr	1	0.615	0.00472	0.85	0.00373
125	3	M0_rf	2	0.579	0.0269	0.815	0.016	M1_lr	1	0.588	0.00802	0.79	0.00808
125	4	M0_rf	2	0.679	0.0305	0.872	0.0161	M1_lr	1	0.592	0.00515	0.846	0.00326
126	0	M0_rf	3	0.673	0.0241	0.85	0.0196	M2_lr	1	0.602	0.0133	0.772	0.00658
126	1	M0_rf	2	0.666	0.0205	0.856	0.013	M0_lr	2	0.624	0.00912	0.809	0.0109
126	2	M0_rf	2	0.606	0.0215	0.831	0.0119	M1_lr	1	0.602	0.00653	0.852	0.00498
126	3	M2_rf	3	0.626	0.0211	0.823	0.011	M4_lr	1	0.61	0.00798	0.833	0.00683
126	4	M3_rf	2	0.651	0.0268	0.822	0.0155	M1_lr	4	0.644	0.0195	0.81	0.0168
127	0	M0_rf	2	0.582	0.036	0.835	0.0213	M1_lr	1	0.569	0.0103	0.831	0.00797
127	1	M0_rf	1	0.586	0.0225	0.766	0.0111	M0_lr	1	0.711	0.00876	0.842	0.00733
127	2	M1_rf	7	0.724	0.0246	0.873	0.0147	M5_lr	3	0.708	0.0271	0.812	0.0221
127	3	M0_rf	2	0.558	0.0225	0.813	0.0143	M1_lr	1	0.611	0.0067	0.847	0.00519
127	4	M0_rf	2	0.606	0.0274	0.83	0.0119	M1_lr	1	0.595	0.00581	0.837	0.00412
128	0	M1_rf	4	0.634	0.0275	0.76	0.0185	M3_lr	2	0.673	0.0192	0.784	0.0165
128	1	M4_rf	2	0.662	0.0296	0.816	0.014	M5_lr	1	0.66	0.0168	0.798	0.00827
128	2	M1_rf	2	0.631	0.0278	0.843	0.016	M2_lr	1	0.597	0.00571	0.843	0.00417
128	3	M0_rf	3	0.662	0.0259	0.853	0.017	M0_lr	3	0.659	0.00904	0.821	0.00799
128	4	M1_rf	3	0.635	0.0197	0.833	0.0106	M3_lr	1	0.59	0.00804	0.833	0.00684
129	0	M0_rf	2	0.683	0.0256	0.866	0.0144	M1_lr	1	0.592	0.00529	0.84	0.00462
129	1	M0_rf	2	0.553	0.0234	0.823	0.0125	M1_lr	1	0.594	0.00594	0.799	0.00778
129	2	M5_rf	4	0.648	0.0227	0.852	0.0138	M4_lr	5	0.674	0.0193	0.821	0.0156
129	3	M0_rf	2	0.533	0.0288	0.806	0.0143	M1_lr	1	0.58	0.00513	0.83	0.00467
129	4	M2_rf	3	0.633	0.0224	0.786	0.0123	M4_lr	1	0.641	0.0104	0.796	0.00701
130	0	M3_rf	3	0.626	0.0222	0.832	0.017	M5_lr	1	0.618	0.0068	0.813	0.00647
130	1	M2_rf	1	0.6	0.0288	0.766	0.0117	M2_lr	1	0.569	0.0147	0.758	0.00761
130	2	M0_rf	2	0.632	0.0195	0.854	0.0105	M1_lr	1	0.591	0.0078	0.841	0.00548
130	3	M4_rf	5	0.724	0.0266	0.784	0.0237	M8_lr	1	0.745	0.00677	0.835	0.00782
130	4	M0_rf	2	0.546	0.0207	0.802	0.0142	M1_lr	1	0.577	0.00964	0.828	0.00735
131	0	M0_rf	1	0.59	0.0282	0.766	0.011	M0_lr	1	0.721	0.00858	0.842	0.00654
131	1	M0_rf	2	0.592	0.0191	0.834	0.0118	M1_lr	1	0.612	0.006	0.847	0.00395
131	2	M5_rf	3	0.69	0.0267	0.86	0.0139	M5_lr	3	0.683	0.0146	0.859	0.0105
131	3	M3_rf	2	0.601	0.0271	0.84	0.0199	M4_lr	1	0.606	0.00834	0.804	0.00672
131	4	M1_rf	2	0.569	0.0199	0.81	0.0124	M2_lr	1	0.588	0.00538	0.84	0.00496
132	0	M0_rf	2	0.625	0.0291	0.851	0.0167	M1_lr	1	0.616	0.00742	0.852	0.0042
132	1	M4_rf	3	0.78	0.0146	0.853	0.00975	M6_lr	1	0.749	0.00744	0.863	0.00803
132	2	M3_rf	5	0.613	0.0222	0.815	0.0125	M7_lr	1	0.599	0.00516	0.842	0.0051
132	3	M0_rf	2	0.584	0.0238	0.828	0.011	M1_lr	1	0.595	0.0045	0.841	0.00488
132	4	M0_rf	2	0.651	0.0209	0.863	0.0134	M0_lr	2	0.609	0.00857	0.824	0.00608
133	0	M2_rf	2	0.664	0.0232	0.819	0.0133	M3_lr	1	0.616	0.00827	0.816	0.00659
133	1	M3_rf	3	0.617	0.0216	0.809	0.0123	M5_lr	1	0.619	0.00591	0.789	0.00567
133	2	M0_rf	2	0.659	0.0198	0.858	0.00887	M1_lr	1	0.605	0.0057	0.848	0.0051
133	3	M0_rf	2	0.674	0.0291	0.804	0.0145	M1_lr	1	0.719	0.00715	0.843	0.006
133	4	M3_rf	2	0.66	0.0315	0.798	0.0243	M4_lr	1	0.726	0.00669	0.842	0.00975
134	0	M0_rf	3	0.674	0.0349	0.845	0.0247	M0_lr	3	0.638	0.0167	0.8	0.00978
134	1	M0_rf	2	0.565	0.0262	0.83	0.0163	M1_lr	1	0.58	0.00652	0.835	0.00635
134	2	M4_rf	2	0.717	0.0277	0.875	0.0158	M3_lr	3	0.676	0.0138	0.849	0.0107
134	3	M3_rf	1	0.643	0.0228	0.812	0.0134	M1_lr	3	0.611	0.0166	0.821	0.0125
134	4	M1_rf	2	0.673	0.0205	0.867	0.0146	M0_lr	3	0.625	0.0185	0.833	0.0151
135	0	M0_rf	1	0.589	0.0304	0.792	0.0162	M0_lr	1	0.584	0.00855	0.812	0.00438
135	1	M4_rf	2	0.655	0.0201	0.834	0.0194	M4_lr	2	0.62	0.0109	0.785	0.0119
135	2	M5_rf	3	0.665	0.0202	0.864	0.0101	M7_lr	1	0.671	0.00484	0.832	0.00365
135	3	M0_rf	3	0.684	0.0254	0.869	0.013	M2_lr	1	0.63	0.00584	0.851	0.00504
135	4	M0_rf	2	0.538	0.0249	0.799	0.0171	M1_lr	1	0.616	0.00613	0.847	0.00574
136	0	M1_rf	2	0.574	0.0296	0.825	0.0188	M2_lr	1	0.629	0.00575	0.829	0.0063
136	1	M0_rf	2	0.629	0.0337	0.836	0.0187	M1_lr	1	0.594	0.00794	0.84	0.00683
136	2	M10_rf	2	0.757	0.0287	0.84	0.0171	M11_lr	1	0.729	0.00512	0.858	0.00749
136	3	M1_rf	1	0.585	0.0287	0.791	0.0176	M1_lr	1	0.58	0.00908	0.793	0.00558
136	4	M0_rf	2	0.62	0.0306	0.842	0.0147	M1_lr	1	0.632	0.00573	0.823	0.00491
137	0	M2_rf	2	0.658	0.0213	0.812	0.00914	M2_lr	2	0.72	0.0167	0.825	0.0137
137	1	M0_rf	3	0.677	0.0228	0.864	0.0149	M2_lr	1	0.654	0.00725	0.86	0.00845
137	2	M0_rf	7	0.623	0.0234	0.847	0.0123	M1_lr	6	0.671	0.0131	0.84	0.0101
137	3	M0_rf	2	0.631	0.0232	0.827	0.017	M1_lr	1	0.557	0.00929	0.788	0.00883
137	4	M0_rf	2	0.562	0.0242	0.799	0.0185	M1_lr	1	0.566	0.00995	0.804	0.0103
138	0	M1_rf	2	0.563	0.0362	0.797	0.0203	M2_lr	1	0.589	0.00839	0.779	0.0107
138	1	M0_rf	2	0.638	0.0161	0.857	0.00934	M1_lr	1	0.615	0.00551	0.853	0.00339
138	2	M2_rf	3	0.698	0.0223	0.853	0.0156	M2_lr	3	0.694	0.0104	0.843	0.00889
138	3	M4_rf	2	0.608	0.0281	0.822	0.0182	M2_lr	4	0.611	0.0187	0.796	0.0186
138	4	M1_rf	2	0.691	0.0231	0.821	0.0171	M2_lr	1	0.707	0.00692	0.827	0.00898
139	0	M0_rf	2	0.643	0.0199	0.863	0.0126	M1_lr	1	0.591	0.00625	0.835	0.00589
139	1	M1_rf	1	0.599	0.0271	0.788	0.0116	M1_lr	1	0.615	0.00442	0.816	0.00457
139	2	M2_rf	2	0.627	0.0226	0.857	0.0115	M3_lr	1	0.606	0.00629	0.851	0.00449
139	3	M1_rf	3	0.653	0.0244	0.802	0.0141	M2_lr	2	0.695	0.0187	0.815	0.0127
139	4	M2_rf	3	0.684	0.0198	0.859	0.0129	M4_lr	1	0.611	0.00729	0.842	0.00715
140	0	M1_rf	2	0.585	0.0292	0.822	0.0195	M2_lr	1	0.613	0.00656	0.809	0.00513
140	1	M1_rf	3	0.646	0.0233	0.794	0.0109	M3_lr	1	0.702	0.00427	0.817	0.00942
140	2	M0_rf	2	0.599	0.0295	0.824	0.0201	M1_lr	1	0.562	0.00938	0.812	0.0107
140	3	M1_rf	1	0.587	0.0184	0.784	0.00815	M1_lr	1	0.61	0.00684	0.841	0.00602
140	4	M1_rf	2	0.652	0.0198	0.863	0.0142	M0_lr	3	0.629	0.00883	0.846	0.00532
141	0	M0_rf	2	0.562	0.0219	0.805	0.0146	M1_lr	1	0.623	0.00585	0.822	0.00595
141	1	M1_rf	1	0.535	0.0279	0.752	0.014	M1_lr	1	0.592	0.0108	0.785	0.00639
141	2	M3_rf	2	0.655	0.0226	0.855	0.0131	M3_lr	2	0.614	0.0103	0.816	0.00863
141	3	M2_rf	2	0.651	0.0238	0.846	0.019	M1_lr	3	0.633	0.01	0.82	0.0118
141	4	M0_rf	2	0.57	0.0242	0.83	0.0138	M1_lr	1	0.593	0.0061	0.845	0.00461
142	0	M0_rf	2	0.58	0.0244	0.818	0.013	M1_lr	1	0.564	0.00748	0.831	0.00562
142	1	M1_rf	1	0.586	0.0391	0.792	0.0174	M1_lr	1	0.582	0.00639	0.832	0.00584
142	2	M3_rf	2	0.674	0.03	0.851	0.019	M4_lr	1	0.679	0.00582	0.835	0.00645
142	3	M6_rf	2	0.648	0.0264	0.827	0.017	M4_lr	4	0.636	0.0174	0.815	0.0159
142	4	M2_rf	2	0.667	0.0329	0.867	0.0159	M0_lr	4	0.631	0.0129	0.836	0.0114
143	0	M0_rf	1	0.457	0.0246	0.734	0.0112	M0_lr	1	0.587	0.00666	0.794	0.00754
143	1	M1_rf	2	0.663	0.0286	0.862	0.0144	M0_lr	3	0.628	0.0117	0.846	0.00811
143	2	M3_rf	3	0.602	0.0284	0.793	0.0219	M5_lr	1	0.641	0.00563	0.814	0.0073
143	3	M1_rf	2	0.676	0.0218	0.86	0.015	M2_lr	1	0.604	0.00628	0.838	0.0053
143	4	M0_rf	1	0.528	0.0333	0.724	0.0161	M0_lr	1	0.615	0.00603	0.743	0.00926
144	0	M0_rf	1	0.513	0.05	0.692	0.0274	M0_lr	1	0.655	0.0166	0.803	0.0155
144	1	M1_rf	1	0.573	0.0229	0.784	0.0118	M1_lr	1	0.637	0.006	0.823	0.00412
144	2	M4_rf	3	0.609	0.0218	0.807	0.0175	M6_lr	1	0.59	0.00639	0.827	0.00756
144	3	M2_rf	3	0.65	0.0227	0.799	0.0128	M4_lr	1	0.632	0.00493	0.82	0.00608
144	4	M3_rf	3	0.596	0.0176	0.82	0.0118	M5_lr	1	0.591	0.00512	0.835	0.00484
145	0	M1_rf	2	0.673	0.0262	0.805	0.0159	M2_lr	1	0.676	0.00608	0.798	0.00614
145	1	M7_rf	4	0.67	0.0178	0.849	0.00906	M5_lr	6	0.679	0.0248	0.825	0.0171
145	2	M0_rf	2	0.512	0.0253	0.778	0.0113	M1_lr	1	0.586	0.00709	0.8	0.0057
145	3	M3_rf	3	0.616	0.032	0.806	0.0191	M5_lr	1	0.639	0.00598	0.837	0.00656
145	4	M0_rf	2	0.611	0.0306	0.854	0.0146	M1_lr	1	0.595	0.0061	0.852	0.00402
146	0	M1_rf	3	0.657	0.0321	0.844	0.0204	M2_lr	2	0.717	0.0122	0.87	0.00896
146	1	M0_rf	2	0.622	0.0279	0.819	0.02	M1_lr	1	0.604	0.00807	0.774	0.00505
146	2	M3_rf	2	0.769	0.0316	0.814	0.016	M4_lr	1	0.789	0.00777	0.871	0.0123
146	3	M0_rf	3	0.627	0.0231	0.788	0.0105	M1_lr	2	0.705	0.0177	0.813	0.0119
146	4	M2_rf	2	0.591	0.0206	0.802	0.0122	M3_lr	1	0.566	0.00542	0.784	0.00739
147	0	M0_rf	2	0.554	0.0309	0.809	0.0186	M1_lr	1	0.591	0.00679	0.839	0.00513
