validation_rep	validation_fold	rf_model_name	rf_num_features	rf_auroc_mean	rf_auroc_stdv	rf_auprc_mean	rf_auprc_stdv	lr_model_name	lr_num_features	lr_auroc_mean	lr_auroc_stdv	lr_auprc_mean	lr_auprc_stdv
196	4	M0_rf	2	0.59	0.0258	0.822	0.0145	M1_lr	1	0.608	0.00978	0.844	0.00788
197	0	M1_rf	2	0.637	0.0291	0.802	0.0213	M0_lr	3	0.616	0.00911	0.806	0.00968
197	1	M0_rf	2	0.631	0.0304	0.863	0.0167	M1_lr	1	0.596	0.00442	0.845	0.00403
197	2	M0_rf	2	0.486	0.0237	0.728	0.0164	M1_lr	1	0.61	0.00857	0.794	0.00887
197	3	M0_rf	1	0.477	0.0217	0.747	0.0121	M0_lr	1	0.557	0.00716	0.784	0.00754
197	4	M4_rf	3	0.673	0.0211	0.816	0.00768	M0_lr	7	0.795	0.0186	0.882	0.0141
198	0	M6_rf	3	0.699	0.0197	0.842	0.0099	M7_lr	2	0.703	0.0111	0.819	0.0154
198	1	M2_rf	3	0.633	0.0298	0.832	0.0183	M2_lr	3	0.63	0.0185	0.838	0.0118
198	2	M0_rf	2	0.526	0.0216	0.789	0.0165	M1_lr	1	0.588	0.0087	0.836	0.00766
198	3	M0_rf	2	0.596	0.022	0.835	0.0126	M1_lr	1	0.536	0.00895	0.79	0.00869
198	4	M1_rf	1	0.599	0.0259	0.797	0.0135	M1_lr	1	0.619	0.00719	0.813	0.0052
199	0	M0_rf	2	0.542	0.0248	0.776	0.0168	M1_lr	1	0.568	0.00715	0.794	0.00768
199	1	M0_rf	1	0.512	0.0296	0.761	0.0138	M0_lr	1	0.583	0.00767	0.843	0.00539
199	2	M3_rf	3	0.65	0.0285	0.8	0.0195	M4_lr	2	0.696	0.0144	0.818	0.0114
199	3	M2_rf	5	0.616	0.0228	0.802	0.0232	M6_lr	1	0.638	0.00444	0.8	0.00602
199	4	M2_rf	3	0.648	0.0274	0.747	0.0286	M3_lr	2	0.697	0.01	0.811	0.00845
