dataset	abbreviation	feature	test_statistic	pvalue	pvalue_corrected	is_significant	correlation_sign	preferred_rowstat	similar_features
NURSA Protein Complexes	nursa	BL4952 (HMGN3)	-0.069544	0.091469	1	0	-1		BL4952 (HMGN3)
NURSA Protein Complexes	nursa	BL4808 (TRRAP)	-0.060198	0.1528	1	0	-1		BL4808 (TRRAP)
NURSA Protein Complexes	nursa	BL2600 (BRIP1)	-0.040132	0.2465	1	0	-1		BL2600 (BRIP1)
NURSA Protein Complexes	nursa	BL4419 (FAM91A1)	-0.030786	0.59429	1	0	-1		BL4419 (FAM91A1)
NURSA Protein Complexes	nursa	GTX105364 (BRE)	-0.040132	0.24484	1	0	-1		GTX105364 (BRE)
NURSA Protein Complexes	nursa	SC-71539 (MAGEA1)	-0.069544	0.091469	1	0	-1		SC-71539 (MAGEA1)
NURSA Protein Complexes	nursa	BL1545 (TTK)	-0.040132	0.24484	1	0	-1		BL1545 (TTK)
NURSA Protein Complexes	nursa	BL2754 (LCOR)	-0.069544	0.089919	1	0	-1		BL2754 (LCOR)
NURSA Protein Complexes	nursa	BL2465 (NCOA7)	-0.040132	0.24525	1	0	-1		BL2465 (NCOA7)
NURSA Protein Complexes	nursa	BL5030 (CHD6)	-0.049478	0.14528	1	0	-1		BL5030 (CHD6)
NURSA Protein Complexes	nursa	BL3631 (KDM2A)	-0.060198	0.15041	1	0	-1		BL3631 (KDM2A)
NURSA Protein Complexes	nursa	BL1475 (PNKP)	-0.040132	0.2465	1	0	-1		BL1475 (PNKP)
NURSA Protein Complexes	nursa	BL4396 (ARFGEF1)	-0.02144	0.63051	1	0	-1		BL4396 (ARFGEF1)
NURSA Protein Complexes	nursa	BL5026 (CHD3)	-0.01072	1	1	0	-1		BL5026 (CHD3)
NURSA Protein Complexes	nursa	BL3121 (SMEK1)	-0.060198	0.1519	1	0	-1		BL3121 (SMEK1)
NURSA Protein Complexes	nursa	BL586 (FEN1)	-0.02144	0.63033	1	0	-1		BL586 (FEN1)
NURSA Protein Complexes	nursa	BL2791 (PTEN)	-0.060198	0.1516	1	0	-1		BL2791 (PTEN)
NURSA Protein Complexes	nursa	BL2438 (PUS1)	-0.069544	0.091469	1	0	-1		BL2438 (PUS1)
NURSA Protein Complexes	nursa	BL1799 (BCL11B)	-0.030786	0.59352	1	0	-1		BL1799 (BCL11B)
NURSA Protein Complexes	nursa	BL2289 (BTBD12)	-0.069544	0.091469	1	0	-1		BL2289 (BTBD12)
NURSA Protein Complexes	nursa	SRC3_Wu (NCOA3)	-0.01072	1	1	0	-1		SRC3_Wu (NCOA3)
NURSA Protein Complexes	nursa	BL5990 (ZNF592)	-0.069544	0.091469	1	0	-1		BL5990 (ZNF592)
NURSA Protein Complexes	nursa	BL1460 (MAD2L1)	-0.040132	0.24425	1	0	-1		BL1460 (MAD2L1)
NURSA Protein Complexes	nursa	BL4805 (UBE4B)	-0.13909	0.0131	1	0	-1		BL4805 (UBE4B)
NURSA Protein Complexes	nursa	BL4488 (KDM5C)	-0.040132	0.24525	1	0	-1		BL4488 (KDM5C)
NURSA Protein Complexes	nursa	BL8105 (AHDC1)	-0.069544	0.091469	1	0	-1		BL8105 (AHDC1)
NURSA Protein Complexes	nursa	BL8104 (AHDC1)	-0.060198	0.1516	1	0	-1		BL8104 (AHDC1)
NURSA Protein Complexes	nursa	BL4773 (MTOR)	0.028037	0.57781	1	0	1		BL4773 (MTOR)
NURSA Protein Complexes	nursa	CBC192 (ERCC6L)	-0.069544	0.091469	1	0	-1		CBC192 (ERCC6L)
NURSA Protein Complexes	nursa	CBC692 (GTPBP3)	-0.030786	0.5943	1	0	-1		CBC692 (GTPBP3)
NURSA Protein Complexes	nursa	BL458 (TRIP4)	-0.069544	0.091469	1	0	-1		BL458 (TRIP4)
NURSA Protein Complexes	nursa	BL2296 (EDC4)	0.0079714	1	1	0	1		BL2296 (EDC4)
NURSA Protein Complexes	nursa	BL2157 (USP34)	-0.030786	0.59087	1	0	-1		BL2157 (USP34)
NURSA Protein Complexes	nursa	BL5166 (CDKN2A)	-0.030786	0.59087	1	0	-1		BL5166 (CDKN2A)
NURSA Protein Complexes	nursa	BL2196 (USP4)	-0.069544	0.091469	1	0	-1		BL2196 (USP4)
NURSA Protein Complexes	nursa	BL2212 (LATS1)	-0.070918	0.21701	1	0	-1		BL2212 (LATS1)
NURSA Protein Complexes	nursa	BL938 (SP1)	-0.050852	0.35793	1	0	-1		BL938 (SP1)
NURSA Protein Complexes	nursa	BL5506 (UACA)	-0.030786	0.59336	1	0	-1		BL5506 (UACA)
NURSA Protein Complexes	nursa	BL2459 (DDX17)	-0.040132	0.2465	1	0	-1		BL2459 (DDX17)
NURSA Protein Complexes	nursa	BL2461 (DDX5)	-0.030786	0.59378	1	0	-1		BL2461 (DDX5)
NURSA Protein Complexes	nursa	BL2790 (PTEN)	-0.041506	0.39907	1	0	-1		BL2790 (PTEN)
NURSA Protein Complexes	nursa	BL2273 (TCF12)	-0.069544	0.091469	1	0	-1		BL2273 (TCF12)
NURSA Protein Complexes	nursa	BL2840 (UIMC1)	-0.022815	0.70255	1	0	-1		BL2840 (UIMC1)
NURSA Protein Complexes	nursa	BL3200 (SIRT1)	-0.060198	0.15041	1	0	-1		BL3200 (SIRT1)
NURSA Protein Complexes	nursa	BL1213 (AURKC)	-0.01072	1	1	0	-1		BL1213 (AURKC)
NURSA Protein Complexes	nursa	BL2854 (MED18)	-0.01072	1	1	0	-1		BL2854 (MED18)
NURSA Protein Complexes	nursa	BL7472 (ADRM1)	-0.01072	1	1	0	-1		BL7472 (ADRM1)
NURSA Protein Complexes	nursa	ZMYND8-D23 (ZMYND8)	-0.040132	0.24525	1	0	-1		ZMYND8-D23 (ZMYND8)
NURSA Protein Complexes	nursa	BL5418 (DLG5)	-0.069544	0.091469	1	0	-1		BL5418 (DLG5)
NURSA Protein Complexes	nursa	SC-15402 (MKI67)	-0.01072	1	1	0	-1		SC-15402 (MKI67)
NURSA Protein Complexes	nursa	BL464 (AHCYL2)	-0.0013744	1	1	0	-1		BL464 (AHCYL2)
NURSA Protein Complexes	nursa	BL9701 (CAMK1D)	-0.040132	0.24525	1	0	-1		BL9701 (CAMK1D)
NURSA Protein Complexes	nursa	BL1231 (BRD8)	-0.01072	1	1	0	-1		BL1231 (BRD8)
NURSA Protein Complexes	nursa	BL9430 (C7orf20)	0.037383	0.57347	1	0	1		BL9430 (C7orf20)
NURSA Protein Complexes	nursa	BL5659 (ANKZF1)	-0.01072	1	1	0	-1		BL5659 (ANKZF1)
NURSA Protein Complexes	nursa	BL1167 (MCPH1)	-0.01072	1	1	0	-1		BL1167 (MCPH1)
NURSA Protein Complexes	nursa	BL1010 (FKBP15)	-0.030786	0.59353	1	0	-1		BL1010 (FKBP15)
NURSA Protein Complexes	nursa	BL7683 (RNASEN)	-0.01072	1	1	0	-1		BL7683 (RNASEN)
NURSA Protein Complexes	nursa	BL9419 (KIAA1804)	-0.040132	0.24525	1	0	-1		BL9419 (KIAA1804)
NURSA Protein Complexes	nursa	BL2152 (NEK7)	0.028037	0.5786	1	0	1		BL2152 (NEK7)
NURSA Protein Complexes	nursa	BL2726 (SCAND1)	-0.01072	1	1	0	-1		BL2726 (SCAND1)
NURSA Protein Complexes	nursa	BL8865 (PRKCA)	-0.01072	1	1	0	-1		BL8865 (PRKCA)
NURSA Protein Complexes	nursa	BL2194 (USP4)	-0.070918	0.21818	1	0	-1		BL2194 (USP4)
NURSA Protein Complexes	nursa	SC-14031 (FOXH1)	-0.040132	0.24525	1	0	-1		SC-14031 (FOXH1)
NURSA Protein Complexes	nursa	BL1352 (FUS)	-0.0013744	1	1	0	-1		BL1352 (FUS)
NURSA Protein Complexes	nursa	BL235 (CHEK1)	-0.060198	0.1516	1	0	-1		BL235 (CHEK1)
NURSA Protein Complexes	nursa	ab_N_YW (RFWD3)	-0.069544	0.091469	1	0	-1		ab_N_YW (RFWD3)
NURSA Protein Complexes	nursa	BL3314 (RNF40)	-0.040132	0.24525	1	0	-1		BL3314 (RNF40)
NURSA Protein Complexes	nursa	BL992 (INCENP)	-0.069544	0.091469	1	0	-1		BL992 (INCENP)
NURSA Protein Complexes	nursa	BL1855 (RBM14)	-0.040132	0.24525	1	0	-1		BL1855 (RBM14)
NURSA Protein Complexes	nursa	BL1854 (RBM14)	-0.01072	1	1	0	-1		BL1854 (RBM14)
NURSA Protein Complexes	nursa	BL2839 (UIMC1)	-0.060198	0.15216	1	0	-1		BL2839 (UIMC1)
NURSA Protein Complexes	nursa	SC-28236 (BAP1)	-0.040132	0.24484	1	0	-1		SC-28236 (BAP1)
NURSA Protein Complexes	nursa	BL8209 (UTP3)	-0.069544	0.091099	1	0	-1		BL8209 (UTP3)
NURSA Protein Complexes	nursa	BL8325 (CCDC86)	-0.040132	0.2465	1	0	-1		BL8325 (CCDC86)
NURSA Protein Complexes	nursa	BL3443 (NDC80)	-0.01072	1	1	0	-1		BL3443 (NDC80)
NURSA Protein Complexes	nursa	a-HCV5 ()	0.028037	0.57991	1	0	1		a-HCV5 ()
NURSA Protein Complexes	nursa	BL6410 (BCOR)	-0.01072	1	1	0	-1		BL6410 (BCOR)
NURSA Protein Complexes	nursa	SATB1 mouse (SATB1)	-0.060198	0.15164	1	0	-1		SATB1 mouse (SATB1)
NURSA Protein Complexes	nursa	BL1232 (BRD8)	-0.040132	0.24525	1	0	-1		BL1232 (BRD8)
NURSA Protein Complexes	nursa	BL2380 (RFWD3)	-0.01072	1	1	0	-1		BL2380 (RFWD3)
NURSA Protein Complexes	nursa	BL5883 (CIZ1)	-0.060198	0.15181	1	0	-1		BL5883 (CIZ1)
NURSA Protein Complexes	nursa	BL1743 (CDK7)	-0.040132	0.2465	1	0	-1		BL1743 (CDK7)
NURSA Protein Complexes	nursa	ab_M_YW (RFWD3)	-0.098955	0.03037	1	0	-1		ab_M_YW (RFWD3)
NURSA Protein Complexes	nursa	BL991 (INCENP)	-0.01072	1	1	0	-1		BL991 (INCENP)
NURSA Protein Complexes	nursa	BL1685 (BUB3)	-0.069544	0.091469	1	0	-1		BL1685 (BUB3)
NURSA Protein Complexes	nursa	SC-939 (BAG1)	-0.069544	0.091469	1	0	-1		SC-939 (BAG1)
NURSA Protein Complexes	nursa	BL2383 (TAOK1)	-0.040132	0.2465	1	0	-1		BL2383 (TAOK1)
NURSA Protein Complexes	nursa	BL8602 (MAST2)	-0.040132	0.24525	1	0	-1		BL8602 (MAST2)
NURSA Protein Complexes	nursa	BL4048 (USP32)	-0.069544	0.090779	1	0	-1		BL4048 (USP32)
NURSA Protein Complexes	nursa	BL9062 (CDC6)	0.028037	0.58039	1	0	1		BL9062 (CDC6)
NURSA Protein Complexes	nursa	BL2725 (SCAND1)	-0.040132	0.24525	1	0	-1		BL2725 (SCAND1)
NURSA Protein Complexes	nursa	BL5687 (ANKRD57)	-0.030786	0.59539	1	0	-1		BL5687 (ANKRD57)
NURSA Protein Complexes	nursa	ABM-2052 (6H2.1) (PTEN)	-0.01072	1	1	0	-1		ABM-2052 (6H2.1) (PTEN)
NURSA Protein Complexes	nursa	BL703 (TBK1)	0.017317	1	1	0	1		BL703 (TBK1)
NURSA Protein Complexes	nursa	BL6033 (WDR42A)	-0.01072	1	1	0	-1		BL6033 (WDR42A)
NURSA Protein Complexes	nursa	BL5913 (NUCKS1)	-0.040132	0.24484	1	0	-1		BL5913 (NUCKS1)
NURSA Protein Complexes	nursa	BL3822 (JMJD1C)	-0.080264	0.096159	1	0	-1		BL3822 (JMJD1C)
NURSA Protein Complexes	nursa	CBC41 (NAT10)	-0.040132	0.2465	1	0	-1		CBC41 (NAT10)
NURSA Protein Complexes	nursa	BL2256 (PRKRIR)	-0.01072	1	1	0	-1		BL2256 (PRKRIR)
NURSA Protein Complexes	nursa	CBC572 (ESPL1)	-0.040132	0.2465	1	0	-1		CBC572 (ESPL1)
NURSA Protein Complexes	nursa	CBC801 ()	-0.030786	0.59403	1	0	-1		CBC801 ()
NURSA Protein Complexes	nursa	CBC651 (AGAP3)	-0.069544	0.091469	1	0	-1		CBC651 (AGAP3)
NURSA Protein Complexes	nursa	BL977 (PLK1)	-0.060198	0.15046	1	0	-1		BL977 (PLK1)
NURSA Protein Complexes	nursa	JQ007 (MSH6)	-0.098955	0.0308	1	0	-1		JQ007 (MSH6)
NURSA Protein Complexes	nursa	BL5049 (POLD3)	-0.01072	1	1	0	-1		BL5049 (POLD3)
NURSA Protein Complexes	nursa	BL2394 (CDT1)	-0.01072	1	1	0	-1		BL2394 (CDT1)
NURSA Protein Complexes	nursa	BL3199 (SIRT2)	-0.069544	0.090179	1	0	-1		BL3199 (SIRT2)
NURSA Protein Complexes	nursa	BL4793 (XPC)	-0.040132	0.24525	1	0	-1		BL4793 (XPC)
NURSA Protein Complexes	nursa	BL4398 (ARFGEF2)	-0.030786	0.59192	1	0	-1		BL4398 (ARFGEF2)
NURSA Protein Complexes	nursa	BL7558 (UPF1)	-0.069544	0.091469	1	0	-1		BL7558 (UPF1)
NURSA Protein Complexes	nursa	BL3203 (SIRT1)	-0.030786	0.59353	1	0	-1		BL3203 (SIRT1)
NURSA Protein Complexes	nursa	BL1477 (PNKP)	-0.069544	0.091469	1	0	-1		BL1477 (PNKP)
NURSA Protein Complexes	nursa	BL5515 (FAM129B)	-0.01072	1	1	0	-1		BL5515 (FAM129B)
NURSA Protein Complexes	nursa	BL1013 (INTS3)	-0.01072	1	1	0	-1		BL1013 (INTS3)
NURSA Protein Complexes	nursa	BL1074 (AURKB)	-0.069544	0.091469	1	0	-1		BL1074 (AURKB)
NURSA Protein Complexes	nursa	BL958 (ATAD5)	-0.01072	1	1	0	-1		BL958 (ATAD5)
NURSA Protein Complexes	nursa	BL4827 (CEP350)	-0.040132	0.2465	1	0	-1		BL4827 (CEP350)
NURSA Protein Complexes	nursa	BL2154 (NEK7)	-0.030786	0.59285	1	0	-1		BL2154 (NEK7)
NURSA Protein Complexes	nursa	BL449 (PPARGC1A)	-0.069544	0.091469	1	0	-1		BL449 (PPARGC1A)
NURSA Protein Complexes	nursa	BL8516 (CKAP2L)	-0.069544	0.091469	1	0	-1		BL8516 (CKAP2L)
NURSA Protein Complexes	nursa	CBC652 (AGAP4)	-0.069544	0.091469	1	0	-1		CBC652 (AGAP4)
NURSA Protein Complexes	nursa	BL2838 (UIMC1)	-0.040132	0.2465	1	0	-1		BL2838 (UIMC1)
NURSA Protein Complexes	nursa	BL6413 (BCOR)	-0.040132	0.24525	1	0	-1		BL6413 (BCOR)
NURSA Protein Complexes	nursa	BL2269 (TDP1)	-0.01072	1	1	0	-1		BL2269 (TDP1)
NURSA Protein Complexes	nursa	BL3342 (EVI5)	-0.049478	0.14528	1	0	-1		BL3342 (EVI5)
NURSA Protein Complexes	nursa	BL7566 (HERC2)	-0.069544	0.090819	1	0	-1		BL7566 (HERC2)
NURSA Protein Complexes	nursa	BL3907 (USP28)	-0.060198	0.15041	1	0	-1		BL3907 (USP28)
NURSA Protein Complexes	nursa	BL2805 (UBR5)	-0.01072	1	1	0	-1		BL2805 (UBR5)
NURSA Protein Complexes	nursa	BL1014 (INTS3)	0.028037	0.58175	1	0	1		BL1014 (INTS3)
NURSA Protein Complexes	nursa	BL1732 (SPEN)	-0.078889	0.04465	1	0	-1		BL1732 (SPEN)
NURSA Protein Complexes	nursa	BL1936 (SMG5)	-0.13909	0.01274	1	0	-1		BL1936 (SMG5)
NURSA Protein Complexes	nursa	BL3837 (KDM5A)	-0.069544	0.091469	1	0	-1		BL3837 (KDM5A)
NURSA Protein Complexes	nursa	BL4905 (C19orf2)	-0.01072	1	1	0	-1		BL4905 (C19orf2)
NURSA Protein Complexes	nursa	BL2228 (FIGNL1)	0.028037	0.57739	1	0	1		BL2228 (FIGNL1)
NURSA Protein Complexes	nursa	BL9499 (EYA4)	-0.040132	0.24525	1	0	-1		BL9499 (EYA4)
NURSA Protein Complexes	nursa	SC-8396 (CCND1)	-0.060198	0.15221	1	0	-1		SC-8396 (CCND1)
NURSA Protein Complexes	nursa	BL2587 (NCOR2)	-0.069544	0.091469	1	0	-1		BL2587 (NCOR2)
NURSA Protein Complexes	nursa	BL2158 (USP34)	-0.080264	0.095079	1	0	-1		BL2158 (USP34)
NURSA Protein Complexes	nursa	BL409 (UPF1)	-0.081638	0.15924	1	0	-1		BL409 (UPF1)
NURSA Protein Complexes	nursa	BL8233 (TOP3A)	-0.030786	0.59379	1	0	-1		BL8233 (TOP3A)
NURSA Protein Complexes	nursa	BL2765 (HNRNPU)	-0.069544	0.091469	1	0	-1		BL2765 (HNRNPU)
NURSA Protein Complexes	nursa	a-ATR (YW) (ATR)	-0.08961	0.056689	1	0	-1		a-ATR (YW) (ATR)
NURSA Protein Complexes	nursa	BL3800 (PALB2)	-0.08961	0.058679	1	0	-1		BL3800 (PALB2)
NURSA Protein Complexes	nursa	BL2384 (ERCC4)	-0.08961	0.058679	1	0	-1		BL2384 (ERCC4)
NURSA Protein Complexes	nursa	BL2195 (USP4)	-0.069544	0.091469	1	0	-1		BL2195 (USP4)
NURSA Protein Complexes	nursa	BL8107 (AHDC1)	-0.069544	0.091469	1	0	-1		BL8107 (AHDC1)
NURSA Protein Complexes	nursa	SC-33172 (GADD45B)	-0.049478	0.14305	1	0	-1		SC-33172 (GADD45B)
NURSA Protein Complexes	nursa	BL6392 (PRKAR2A)	-0.069544	0.091469	1	0	-1		BL6392 (PRKAR2A)
NURSA Protein Complexes	nursa	BL7536 (EEA1)	-0.01072	1	1	0	-1		BL7536 (EEA1)
NURSA Protein Complexes	nursa	BL3602 (TP53BP2)	-0.030786	0.59398	1	0	-1		BL3602 (TP53BP2)
NURSA Protein Complexes	nursa	BL3893 (RAD9A)	-0.030786	0.59298	1	0	-1		BL3893 (RAD9A)
NURSA Protein Complexes	nursa	BL3196 (SIRT2)	-0.01072	1	1	0	-1		BL3196 (SIRT2)
NURSA Protein Complexes	nursa	BL1106 (CENPC1)	-0.01072	1	1	0	-1		BL1106 (CENPC1)
NURSA Protein Complexes	nursa	BL1031 (ZMYM3)	-0.0013744	1	1	0	-1		BL1031 (ZMYM3)
NURSA Protein Complexes	nursa	BL441 (CREBBP)	-0.069544	0.091469	1	0	-1		BL441 (CREBBP)
NURSA Protein Complexes	nursa	BL2435 (MED1)	-0.01072	1	1	0	-1		BL2435 (MED1)
NURSA Protein Complexes	nursa	BL132 (MSH6)	-0.040132	0.24525	1	0	-1		BL132 (MSH6)
NURSA Protein Complexes	nursa	BL5973 (ZC3H11A)	-0.01072	1	1	0	-1		BL5973 (ZC3H11A)
NURSA Protein Complexes	nursa	BL448 (PPARGC1A)	-0.040132	0.2465	1	0	-1		BL448 (PPARGC1A)
NURSA Protein Complexes	nursa	BL8333 (C1orf55)	-0.069544	0.091869	1	0	-1		BL8333 (C1orf55)
NURSA Protein Complexes	nursa	BL2852 (MED18)	-0.01072	1	1	0	-1		BL2852 (MED18)
NURSA Protein Complexes	nursa	BL597 (APTX)	-0.060198	0.1516	1	0	-1		BL597 (APTX)
NURSA Protein Complexes	nursa	BL2454 (ZFPM2)	-0.01072	1	1	0	-1		BL2454 (ZFPM2)
NURSA Protein Complexes	nursa	BL7037 (NFKB1)	-0.01072	1	1	0	-1		BL7037 (NFKB1)
NURSA Protein Complexes	nursa	BL2546 (CTCF)	-0.0013744	1	1	0	-1		BL2546 (CTCF)
NURSA Protein Complexes	nursa	BL6076 (CCNE1)	-0.030786	0.59219	1	0	-1		BL6076 (CCNE1)
NURSA Protein Complexes	nursa	BL2784 (PARK7)	-0.030786	0.59429	1	0	-1		BL2784 (PARK7)
NURSA Protein Complexes	nursa	BL1016 (INTS6)	-0.10968	0.03642	1	0	-1		BL1016 (INTS6)
NURSA Protein Complexes	nursa	BL1425 (FOXO1)	-0.01072	1	1	0	-1		BL1425 (FOXO1)
NURSA Protein Complexes	nursa	BL1753 (MED14)	-0.01072	1	1	0	-1		BL1753 (MED14)
NURSA Protein Complexes	nursa	BL1880 (NIPBL)	-0.01072	1	1	0	-1		BL1880 (NIPBL)
NURSA Protein Complexes	nursa	BL750 (PELP1)	-0.030786	0.59486	1	0	-1		BL750 (PELP1)
NURSA Protein Complexes	nursa	BL1012 (ZHX1)	-0.030786	0.59377	1	0	-1		BL1012 (ZHX1)
NURSA Protein Complexes	nursa	BL4545 (HMG20B)	-0.01072	1	1	0	-1		BL4545 (HMG20B)
NURSA Protein Complexes	nursa	BL4505 (SMARCAD1)	0.028037	0.57457	1	0	1		BL4505 (SMARCAD1)
NURSA Protein Complexes	nursa	BL2130 (RBM15)	-0.030786	0.59212	1	0	-1		BL2130 (RBM15)
NURSA Protein Complexes	nursa	BL6198 (NR2F6)	-0.01072	1	1	0	-1		BL6198 (NR2F6)
NURSA Protein Complexes	nursa	a-HCV10 ()	-0.01072	1	1	0	-1		a-HCV10 ()
NURSA Protein Complexes	nursa	BL5105 (BRF1)	-0.0013744	1	1	0	-1		BL5105 (BRF1)
NURSA Protein Complexes	nursa	BL6323 (ABL1)	-0.01072	1	1	0	-1		BL6323 (ABL1)
NURSA Protein Complexes	nursa	BL1802 (MTA1)	-0.01072	1	1	0	-1		BL1802 (MTA1)
NURSA Protein Complexes	nursa	BL6028 (WDR20)	-0.01072	1	1	0	-1		BL6028 (WDR20)
NURSA Protein Complexes	nursa	EPI-2046-1 (CTNNA2)	-0.040132	0.24484	1	0	-1		EPI-2046-1 (CTNNA2)
NURSA Protein Complexes	nursa	BL1656 (SMG1)	-0.01072	1	1	0	-1		BL1656 (SMG1)
NURSA Protein Complexes	nursa	BL1476 (PNKP)	-0.030786	0.59353	1	0	-1		BL1476 (PNKP)
NURSA Protein Complexes	nursa	a-CCND1 (Ab3) (CCND1)	-0.030786	0.59183	1	0	-1		a-CCND1 (Ab3) (CCND1)
NURSA Protein Complexes	nursa	EPI-2593-1 (RUNX1)	-0.040132	0.24525	1	0	-1		EPI-2593-1 (RUNX1)
NURSA Protein Complexes	nursa	BL2457 (UBE2L3)	-0.069544	0.091469	1	0	-1		BL2457 (UBE2L3)
NURSA Protein Complexes	nursa	BL3283 (C7orf27)	-0.030786	0.5919	1	0	-1		BL3283 (C7orf27)
NURSA Protein Complexes	nursa	BL8108 (RAD54L2)	-0.041506	0.39688	1	0	-1		BL8108 (RAD54L2)
NURSA Protein Complexes	nursa	BL2431 (NCOA5)	-0.040132	0.24549	1	0	-1		BL2431 (NCOA5)
NURSA Protein Complexes	nursa	BL5558 (TOM1)	-0.01072	1	1	0	-1		BL5558 (TOM1)
NURSA Protein Complexes	nursa	BL8149 (SIPA1)	-0.040132	0.24525	1	0	-1		BL8149 (SIPA1)
NURSA Protein Complexes	nursa	BL4273 (TIPIN)	-0.049478	0.14528	1	0	-1		BL4273 (TIPIN)
NURSA Protein Complexes	nursa	SC-20022 (FANCD2)	-0.01072	1	1	0	-1		SC-20022 (FANCD2)
NURSA Protein Complexes	nursa	BL9584 (ELF4)	-0.01072	1	1	0	-1		BL9584 (ELF4)
NURSA Protein Complexes	nursa	BL9484 (EYA2)	-0.01072	1	1	0	-1		BL9484 (EYA2)
NURSA Protein Complexes	nursa	BL2762 (HNRNPU)	-0.040132	0.2465	1	0	-1		BL2762 (HNRNPU)
NURSA Protein Complexes	nursa	BL9487 (EYA3)	-0.01072	1	1	0	-1		BL9487 (EYA3)
NURSA Protein Complexes	nursa	BL3282 (C7orf27)	-0.01072	1	1	0	-1		BL3282 (C7orf27)
NURSA Protein Complexes	nursa	BL5590 (MYBL2)	-0.049478	0.14477	1	0	-1		BL5590 (MYBL2)
NURSA Protein Complexes	nursa	BL5589 (MYBL2)	-0.049478	0.14477	1	0	-1		BL5589 (MYBL2)
NURSA Protein Complexes	nursa	BL6566 (KNTC1)	-0.01072	1	1	0	-1		BL6566 (KNTC1)
NURSA Protein Complexes	nursa	SC-596 (CCNA2)	-0.0013744	1	1	0	-1		SC-596 (CCNA2)
NURSA Protein Complexes	nursa	BL5889 (ENAH)	0.0079714	1	1	0	1		BL5889 (ENAH)
NURSA Protein Complexes	nursa	BL3431 (CRTC1)	-0.040132	0.24525	1	0	-1		BL3431 (CRTC1)
NURSA Protein Complexes	nursa	BL1008 (FKBP15)	-0.01072	1	1	0	-1		BL1008 (FKBP15)
NURSA Protein Complexes	nursa	SC-834 ()	-0.01072	1	1	0	-1		SC-834 ()
NURSA Protein Complexes	nursa	BL1033 (ADNP)	-0.040132	0.24525	1	0	-1		BL1033 (ADNP)
NURSA Protein Complexes	nursa	BL973 (PNKP)	-0.01072	1	1	0	-1		BL973 (PNKP)
NURSA Protein Complexes	nursa	BL7226 (HERC4)	-0.01072	1	1	0	-1		BL7226 (HERC4)
NURSA Protein Complexes	nursa	SC-12340R (CDC2)	-0.01072	1	1	0	-1		SC-12340R (CDC2)
NURSA Protein Complexes	nursa	BL5899 (NIN)	0.028037	0.57739	1	0	1		BL5899 (NIN)
NURSA Protein Complexes	nursa	BL1687 (BUB3)	-0.01072	1	1	0	-1		BL1687 (BUB3)
NURSA Protein Complexes	nursa	BL2596 (PIAS2)	0.037383	0.57176	1	0	1		BL2596 (PIAS2)
NURSA Protein Complexes	nursa	BL-PDS5B (PDS5B)	-0.030786	0.59353	1	0	-1		BL-PDS5B (PDS5B)
NURSA Protein Complexes	nursa	BL5361 (SSH1)	-0.01072	1	1	0	-1		BL5361 (SSH1)
NURSA Protein Complexes	nursa	BL7534 (NOTCH1)	-0.01072	1	1	0	-1		BL7534 (NOTCH1)
NURSA Protein Complexes	nursa	BL4144 (USP35)	-0.01072	1	1	0	-1		BL4144 (USP35)
NURSA Protein Complexes	nursa	BL7986 (ABCD3)	-0.0013744	1	1	0	-1		BL7986 (ABCD3)
NURSA Protein Complexes	nursa	BL465 (AHCYL2)	0.028037	0.57927	1	0	1		BL465 (AHCYL2)
NURSA Protein Complexes	nursa	BL8231 (TOP3A)	-0.069544	0.091469	1	0	-1		BL8231 (TOP3A)
NURSA Protein Complexes	nursa	SC-8023 (IFI16)	-0.10968	0.03625	1	0	-1		SC-8023 (IFI16)
NURSA Protein Complexes	nursa	BL8315 (CCDC50)	-0.030786	0.59378	1	0	-1		BL8315 (CCDC50)
NURSA Protein Complexes	nursa	BL2683 (PHLPP2)	-0.01072	1	1	0	-1		BL2683 (PHLPP2)
NURSA Protein Complexes	nursa	BL4267 (PPP2R3B)	-0.01072	1	1	0	-1		BL4267 (PPP2R3B)
NURSA Protein Complexes	nursa	BL3688 (PRMT5)	-0.049478	0.14528	1	0	-1		BL3688 (PRMT5)
NURSA Protein Complexes	nursa	BL6487 (ERF)	-0.040132	0.24525	1	0	-1		BL6487 (ERF)
NURSA Protein Complexes	nursa	BL7067 (IKBKB)	-0.040132	0.24525	1	0	-1		BL7067 (IKBKB)
NURSA Protein Complexes	nursa	BL6423 (CCNC)	-0.01072	1	1	0	-1		BL6423 (CCNC)
NURSA Protein Complexes	nursa	BL6780 (NIPBL)	-0.040132	0.24525	1	0	-1		BL6780 (NIPBL)
NURSA Protein Complexes	nursa	BL2430 (NCOA4)	-0.069544	0.091469	1	0	-1		BL2430 (NCOA4)
NURSA Protein Complexes	nursa	BL6379 (BCAR1)	-0.0013744	1	1	0	-1		BL6379 (BCAR1)
NURSA Protein Complexes	nursa	BL5502 (HDAC6)	-0.060198	0.15041	1	0	-1		BL5502 (HDAC6)
NURSA Protein Complexes	nursa	BL435 (NCOA1)	-0.0013744	1	1	0	-1		BL435 (NCOA1)
NURSA Protein Complexes	nursa	BL2293 (EDC4)	-0.040132	0.24525	1	0	-1		BL2293 (EDC4)
NURSA Protein Complexes	nursa	BL3467 (SUPT6H)	-0.0013744	1	1	0	-1		BL3467 (SUPT6H)
