dataset	abbreviation	feature	test_statistic	pvalue	pvalue_corrected	is_significant	correlation_sign	preferred_rowstat	similar_features
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	vulvovaginitis	-0.021558	0.73228	1	0	-1		vulvovaginitis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	fiedler's myocarditis	-0.0072655	0.86512	1	0	-1		fiedler's myocarditis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	blepharoconjunctivitis	-0.039801	0.11	1	0	-1		blepharoconjunctivitis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	eosinophilia	-0.18469	0.16031	1	0	-1		eosinophilia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	toxic shock syndrome	-0.083731	0.28491	1	0	-1		toxic shock syndrome
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	corneal disease	-0.12711	0.18968	1	0	-1		corneal disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	lyme disease	-0.15625	0.04296	1	0	-1		lyme disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	aortitis	0.024632	0.59557	1	0	1		aortitis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	silent myocardial infarction	0.033279	0.57967	1	0	1		silent myocardial infarction
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	peritoneal carcinoma	0.0022739	1	1	0	1		peritoneal carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	comedo carcinoma	0.024523	0.73177	1	0	1		comedo carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cribriform carcinoma	0.023833	0.73156	1	0	1		cribriform carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	microglandular adenosis	0.023718	0.73419	1	0	1		microglandular adenosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	ovarian clear cell adenocarcinoma	-0.0010656	1	1	0	-1		ovarian clear cell adenocarcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	chromophobe adenocarcinoma	0.022382	0.5524	1	0	1		chromophobe adenocarcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	sarcomatoid renal cell carcinoma	0.016547	0.59782	1	0	1		sarcomatoid renal cell carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	endosalpingiosis	0.021888	0.72936	1	0	1		endosalpingiosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	nephrogenic adenoma	0.013969	0.59756	1	0	1		nephrogenic adenoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	adenosquamous carcinoma	0.028562	0.59707	1	0	1		adenosquamous carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	tongue cancer	0.054988	0.24814	1	0	1		tongue cancer
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	lung giant cell carcinoma	0.027236	0.40721	1	0	1		lung giant cell carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	barrett's adenocarcinoma	0.019187	0.72936	1	0	1		barrett's adenocarcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cervical cancer	-0.11122	0.27338	1	0	-1		cervical cancer
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cervical squamous cell carcinoma	-0.048602	0.1823	1	0	-1		cervical squamous cell carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	nasopharynx carcinoma	0.011969	0.87652	1	0	1		nasopharynx carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	endometrial adenocarcinoma	0.0085404	0.90822	1	0	1		endometrial adenocarcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	colon carcinoma	-0.11407	0.29386	1	0	-1		colon carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	actinic keratosis	0.034864	0.44219	1	0	1		actinic keratosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	desquamative interstitial pneumonia	-0.030449	0.1205	1	0	-1		desquamative interstitial pneumonia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pulmonary immaturity	0.02486	0.54905	1	0	1		pulmonary immaturity
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	intermittent explosive disorder	-0.016311	0.68677	1	0	-1		intermittent explosive disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	kleptomania	0.039818	0.57941	1	0	1		kleptomania
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	trichotillomania	0.020484	0.59981	1	0	1		trichotillomania
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	childhood absence epilepsy	-0.0057775	0.89394	1	0	-1		childhood absence epilepsy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	inflammatory breast carcinoma	-0.012552	0.89528	1	0	-1		inflammatory breast carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pseudobulbar palsy	0.023081	0.55195	1	0	1		pseudobulbar palsy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	breast fibrocystic disease	0.018332	0.52417	1	0	1		breast fibrocystic disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	endometriosis of uterus	-0.063077	0.17848	1	0	-1		endometriosis of uterus
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	spindle cell sarcoma	-0.0016922	0.8947	1	0	-1		spindle cell sarcoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	fibrous meningioma	-0.0098953	0.86649	1	0	-1		fibrous meningioma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pneumatosis cystoides intestinalis	0.02331	0.59786	1	0	1		pneumatosis cystoides intestinalis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	histiocytoid hemangioma	0.024256	0.69379	1	0	1		histiocytoid hemangioma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	hemangiopericytoma	0.03319	0.59684	1	0	1		hemangiopericytoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	congenital hypothyroidism	-0.074338	0.25404	1	0	-1		congenital hypothyroidism
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	euthyroid sick syndrome	0.059628	0.18378	1	0	1		euthyroid sick syndrome
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	hyperthyroxinemia	-0.050845	0.14967	1	0	-1		hyperthyroxinemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	nodular goiter	-0.060651	0.34827	1	0	-1		nodular goiter
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	subacute thyroiditis	-0.028597	0.51649	1	0	-1		subacute thyroiditis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	malignant teratoma	-0.009458	0.67213	1	0	-1		malignant teratoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	alveolar soft part sarcoma	-0.010333	0.68694	1	0	-1		alveolar soft part sarcoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	alveolar rhabdomyosarcoma	0.035333	0.72965	1	0	1		alveolar rhabdomyosarcoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	embryonal rhabdomyosarcoma	-0.00015342	1	1	0	-1		embryonal rhabdomyosarcoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	kidney angiomyolipoma	0.039551	0.42707	1	0	1		kidney angiomyolipoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	angiomyolipoma	0.041852	0.49496	1	0	1		angiomyolipoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cranial nerve palsy	0.0041034	0.91849	1	0	1		cranial nerve palsy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pilocytic astrocytoma	-0.074977	0.0088199	1	0	-1		pilocytic astrocytoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	large cell carcinoma	0.03305	0.46135	1	0	1		large cell carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	lung oat cell carcinoma	0.027973	0.52276	1	0	1		lung oat cell carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	tonsil cancer	0.028698	0.73089	1	0	1		tonsil cancer
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	familial melanoma	0.035376	0.73215	1	0	1		familial melanoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	apocrine sweat gland neoplasm	-0.014759	0.21634	1	0	-1		apocrine sweat gland neoplasm
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	breast metaplastic carcinoma	0.031937	0.36693	1	0	1		breast metaplastic carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	spermatocele	0.016802	0.6001	1	0	1		spermatocele
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	heart cancer	0.04826	0.38925	1	0	1		heart cancer
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	long bone adamantinoma	-0.0064619	1	1	0	-1		long bone adamantinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	schizophreniform disorder	0.034659	0.5509	1	0	1		schizophreniform disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	schizoaffective disorder	-0.0046386	0.95674	1	0	-1		schizoaffective disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	galactosemia	0.033913	0.54345	1	0	1		galactosemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	wilson disease	0.016793	0.69086	1	0	1		wilson disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	babesiosis	0.036192	0.41011	1	0	1		babesiosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	primary polycythemia	0.032244	0.69476	1	0	1		primary polycythemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	acute chest syndrome	0.015876	0.73336	1	0	1		acute chest syndrome
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	hypochromic microcytic anemia	-0.0011628	1	1	0	-1		hypochromic microcytic anemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	telogen effluvium	0.051922	0.34572	1	0	1		telogen effluvium
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	intracranial aneurysm	0.031848	0.51309	1	0	1		intracranial aneurysm
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	coronary stenosis	0.010412	0.87715	1	0	1		coronary stenosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	coronary restenosis	-0.022359	0.518	1	0	-1		coronary restenosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	thoracic aortic aneurysm	-0.013568	0.70875	1	0	-1		thoracic aortic aneurysm
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cholesterol ester storage disease	0.058252	0.42136	1	0	1		cholesterol ester storage disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	wolman disease	0.030371	0.63863	1	0	1		wolman disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	familial hypercholesterolemia	0.05578	0.47502	1	0	1		familial hypercholesterolemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	arcus senilis	-8.4625e-05	1	1	0	-1		arcus senilis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	shwartzman phenomenon	-0.035474	0.084549	1	0	-1		shwartzman phenomenon
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	thrombotic thrombocytopenic purpura	0.14339	0.11185	1	0	1		thrombotic thrombocytopenic purpura
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	mild pre-eclampsia	0.041334	0.30881	1	0	1		mild pre-eclampsia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	hellp syndrome	0.055357	0.31703	1	0	1		hellp syndrome
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	marantic endocarditis	-0.0032435	0.93474	1	0	-1		marantic endocarditis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	bernard-soulier syndrome	0.066777	0.38579	1	0	1		bernard-soulier syndrome
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	portal vein thrombosis	0.074005	0.302	1	0	1		portal vein thrombosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	factor xiii deficiency	0.070377	0.34645	1	0	1		factor xiii deficiency
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	vitamin k deficiency hemorrhagic disease	0.026155	0.76158	1	0	1		vitamin k deficiency hemorrhagic disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	coronary artery vasospasm	0.061237	0.16094	1	0	1		coronary artery vasospasm
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	mast-cell leukemia	-0.0049612	1	1	0	-1		mast-cell leukemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	conduct disorder	0.027864	0.75965	1	0	1		conduct disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	kimura disease	-0.025416	0.54318	1	0	-1		kimura disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	acth-secreting pituitary adenoma	0.00098611	1	1	0	1		acth-secreting pituitary adenoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	generalized anxiety disorder	0.086654	0.32799	1	0	1		generalized anxiety disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	substance-induced psychosis	0.050531	0.58232	1	0	1		substance-induced psychosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	essential tremor	0.081926	0.18298	1	0	1		essential tremor
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	transient cerebral ischemia	-0.015083	0.84027	1	0	-1		transient cerebral ischemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	dental pulp necrosis	0.0073931	0.89524	1	0	1		dental pulp necrosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	vasomotor rhinitis	-0.037663	0.12198	1	0	-1		vasomotor rhinitis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	neurogenic bladder	0.022578	0.64899	1	0	1		neurogenic bladder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	erythromelalgia	0.060426	0.44955	1	0	1		erythromelalgia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	tietze's syndrome	-0.015025	0.73034	1	0	-1		tietze's syndrome
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	ischemic neuropathy	0.014496	0.5961	1	0	1		ischemic neuropathy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	duodenal obstruction	0.031205	0.55156	1	0	1		duodenal obstruction
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	dyskinesia of esophagus	0.0090869	0.89288	1	0	1		dyskinesia of esophagus
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pancreatic gastrinoma	0.033279	0.69549	1	0	1		pancreatic gastrinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pancreatic cholera	0.026779	0.73228	1	0	1		pancreatic cholera
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pancreatic endocrine carcinoma	0.059977	0.31293	1	0	1		pancreatic endocrine carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	hyperinsulinemic hypoglycemia	-0.002813	1	1	0	-1		hyperinsulinemic hypoglycemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	diabetic polyneuropathy	0.020463	0.62085	1	0	1		diabetic polyneuropathy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	diabetic neuropathy	0.10512	0.2525	1	0	1		diabetic neuropathy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	donohue syndrome	0.038163	0.69621	1	0	1		donohue syndrome
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	alopecia areata	0.0037846	0.95794	1	0	1		alopecia areata
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	priapism	0.084195	0.23324	1	0	1		priapism
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	hypogonadotropism	0.038643	0.73037	1	0	1		hypogonadotropism
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	dysgerminoma	0.053019	0.24298	1	0	1		dysgerminoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	tuberculum sellae meningioma	0.017209	0.59858	1	0	1		tuberculum sellae meningioma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	glucocorticoid-remediable aldosteronism	0.074353	0.37202	1	0	1		glucocorticoid-remediable aldosteronism
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cough variant asthma	0.03843	0.43016	1	0	1		cough variant asthma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	attention deficit hyperactivity disorder	0.12161	0.39423	1	0	1		attention deficit hyperactivity disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cyclothymic disorder	-0.032528	0.73385	1	0	-1		cyclothymic disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	dysthymic disorder	-0.034681	0.21811	1	0	-1		dysthymic disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	fibrous histiocytoma	-0.027953	0.2171	1	0	-1		fibrous histiocytoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	focal epilepsy	-0.013124	0.82978	1	0	-1		focal epilepsy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	amnestic disorder	0.012624	0.89339	1	0	1		amnestic disorder
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	melancholia	0.021789	0.64458	1	0	1		melancholia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	nicotine dependence	0.025755	0.79529	1	0	1		nicotine dependence
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	diarrhea	0.14418	0.39901	1	0	1		diarrhea
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	emery-dreifuss muscular dystrophy	-0.0076095	0.89364	1	0	-1		emery-dreifuss muscular dystrophy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	congenital generalized lipodystrophy	0.02864	0.59893	1	0	1		congenital generalized lipodystrophy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	diabetic autonomic neuropathy	0.015442	0.7616	1	0	1		diabetic autonomic neuropathy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	lipoatrophic diabetes	0.04124	0.40281	1	0	1		lipoatrophic diabetes
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	diabetic ketoacidosis	0.043071	0.41237	1	0	1		diabetic ketoacidosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	sporadic breast cancer	-0.004521	0.86991	1	0	-1		sporadic breast cancer
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	peyronie's disease	-0.071914	0.27667	1	0	-1		peyronie's disease
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	intrinsic asthma	-0.030276	0.1799	1	0	-1		intrinsic asthma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	methemoglobinemia	-0.0083566	0.89667	1	0	-1		methemoglobinemia
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	familial lipoprotein lipase deficiency	0.055105	0.628	1	0	1		familial lipoprotein lipase deficiency
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cerebral artery occlusion	-0.0079994	0.90019	1	0	-1		cerebral artery occlusion
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	kidney cortex necrosis	0.046326	0.33917	1	0	1		kidney cortex necrosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pyomyositis	-0.069059	0.01858	1	0	-1		pyomyositis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	atrioventricular septal defect	-0.022296	0.25252	1	0	-1		atrioventricular septal defect
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	patent ductus arteriosus	0.065512	0.1716	1	0	1		patent ductus arteriosus
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	pseudohypoaldosteronism	0.12705	0.16702	1	0	1		pseudohypoaldosteronism
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	renal tubular acidosis	0.10943	0.144	1	0	1		renal tubular acidosis
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	arthropathy	0.0854	0.39513	1	0	1		arthropathy
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	mast-cell sarcoma	0.040422	0.45327	1	0	1		mast-cell sarcoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	estrogen-receptor negative breast cancer	0.055756	0.40353	1	0	1		estrogen-receptor negative breast cancer
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	cervix uteri carcinoma in situ	0.0071253	0.83457	1	0	1		cervix uteri carcinoma in situ
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	neuroendocrine carcinoma	0.061721	0.27746	1	0	1		neuroendocrine carcinoma
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	spina bifida	-0.01559	0.76289	1	0	-1		spina bifida
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	thoracic outlet syndrome	0.00021641	1	1	0	1		thoracic outlet syndrome
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	xeroderma pigmentosum	-0.077289	0.03146	1	0	-1		xeroderma pigmentosum
DISEASES Text-mining Gene-Disease Assocation Evidence Scores - Cleaned	jensendiseasetextmining_cleaned	sialuria	0.024434	0.55015	1	0	1		sialuria
